CustomerID,Recency,Frequency,Monetary,AvgOrderValue,FirstPurchase,LastPurchase,TotalItems,Country,Tenure,R_Score,F_Score,M_Score,Segment
12362.0,3,10,5226.23,19.647481203007516,2011-02-17 10:30:00,2011-12-06 15:40:00,2229,Belgium,292,5,5,5,Champions
12363.0,110,2,552.0,24.0,2011-04-11 13:29:00,2011-08-22 10:18:00,408,Unspecified,132,2,2,3,Hibernating
12364.0,8,4,1313.1,15.448235294117646,2010-12-04 00:00:00,2011-12-02 10:22:00,1506,Belgium,363,5,4,4,Champions
12365.0,291,2,641.38,29.153636363636362,2011-02-21 13:51:00,2011-02-21 14:04:00,174,Cyprus,0,1,2,3,Hibernating
12367.0,4,1,168.9,15.354545454545455,2011-12-05 16:48:00,2011-12-05 16:48:00,173,Denmark,0,5,1,1,Potential Loyalists
12370.0,51,4,3545.69,21.231676646706585,2010-12-14 12:58:00,2011-10-19 14:51:00,2353,Cyprus,309,3,4,5,Promising
12371.0,45,2,1887.96,29.96761904761905,2011-10-11 10:43:00,2011-10-26 10:16:00,591,Switzerland,14,3,2,4,New Customers
12372.0,72,3,1298.04,24.962307692307693,2011-02-16 12:46:00,2011-09-29 12:12:00,794,Denmark,224,2,3,4,New Customers
12373.0,311,1,364.6,26.042857142857144,2011-02-01 13:10:00,2011-02-01 13:10:00,197,Austria,0,1,1,2,Lost
12374.0,25,1,742.9300000000001,22.513030303030305,2011-11-14 15:37:00,2011-11-14 15:37:00,342,Austria,0,4,1,3,Potential Loyalists
12375.0,11,2,457.5,26.91176470588235,2011-09-02 14:23:00,2011-11-29 10:36:00,178,Finland,87,4,2,2,Potential Loyalists
12377.0,315,2,1628.12,21.144415584415583,2010-12-20 09:37:00,2011-01-28 15:45:00,944,Switzerland,39,1,2,4,Hibernating
12378.0,130,1,4008.62,18.30420091324201,2011-08-02 10:34:00,2011-08-02 10:34:00,2529,Switzerland,0,2,1,5,Hibernating
12379.0,82,2,852.24,21.306,2011-06-22 16:32:00,2011-09-19 10:09:00,407,Belgium,88,2,2,3,Hibernating
12380.0,22,4,2724.81,26.200096153846154,2011-06-07 09:49:00,2011-11-18 11:27:00,1127,Belgium,164,4,4,5,Champions
12381.0,5,5,1845.31,21.21045977011494,2011-04-16 00:00:00,2011-12-05 12:44:00,808,Norway,233,5,4,4,Champions
12383.0,185,5,1850.56,18.69252525252525,2010-12-22 14:28:00,2011-06-08 08:02:00,1532,Belgium,167,1,4,4,At Risk
12384.0,29,2,585.27,21.676666666666666,2011-08-10 11:23:00,2011-11-11 08:39:00,126,Switzerland,92,3,2,3,New Customers
12386.0,338,2,401.9,40.19,2010-12-08 09:53:00,2011-01-06 12:37:00,354,Australia,29,1,2,2,Lost
12388.0,16,6,2780.66,27.8066,2010-12-25 00:00:00,2011-11-24 12:30:00,1462,Australia,334,4,4,5,Champions
12390.0,80,1,549.84,17.1825,2011-09-21 09:33:00,2011-09-21 09:33:00,353,Belgium,0,2,1,3,Hibernating
12391.0,22,1,460.89,4.6089,2011-11-18 12:07:00,2011-11-18 12:07:00,300,Cyprus,0,4,1,2,Potential Loyalists
12393.0,72,4,1582.6000000000001,24.728125000000002,2011-01-11 09:47:00,2011-09-28 15:41:00,816,Australia,260,2,4,4,At Risk
12394.0,64,2,1272.48,47.12888888888889,2011-05-06 14:01:00,2011-10-07 08:08:00,819,Belgium,153,2,2,4,Hibernating
12395.0,19,12,3018.63,19.350192307692307,2010-12-03 16:35:00,2011-11-20 15:21:00,2118,Belgium,351,4,5,5,Champions
12397.0,36,2,2409.9,19.126190476190477,2011-07-27 14:21:00,2011-11-04 09:52:00,1263,Belgium,99,3,2,5,New Customers
12398.0,46,1,1635.6599999999999,19.24305882352941,2011-10-25 10:27:00,2011-10-25 10:27:00,1394,Switzerland,0,3,1,4,New Customers
12399.0,119,4,1108.65,18.790677966101697,2011-03-23 09:42:00,2011-08-12 13:15:00,1178,Belgium,142,2,4,4,At Risk
12401.0,303,1,84.3,16.86,2011-02-09 13:50:00,2011-02-09 13:50:00,11,Belgium,0,1,1,1,Lost
12402.0,323,1,225.6,20.509090909090908,2011-01-20 13:49:00,2011-01-20 13:49:00,94,Belgium,0,1,1,1,Lost
12403.0,50,1,427.7,85.53999999999999,2011-10-21 10:51:00,2011-10-21 10:51:00,96,Denmark,0,3,1,2,New Customers
12405.0,149,1,1710.39,31.67388888888889,2011-07-14 08:52:00,2011-07-14 08:52:00,857,Finland,0,2,1,4,Hibernating
12406.0,22,2,3415.3,32.52666666666667,2011-06-09 10:23:00,2011-11-17 19:22:00,1818,Denmark,161,4,2,5,Potential Loyalists
12407.0,50,5,1708.1200000000001,22.183376623376624,2011-03-20 13:21:00,2011-10-21 10:11:00,1416,Belgium,214,3,4,4,Promising
12408.0,33,5,2888.55,27.51,2011-03-24 14:46:00,2011-11-07 12:27:00,1409,Belgium,227,3,4,5,Promising
12409.0,79,3,11072.67,101.58412844036697,2011-06-10 12:19:00,2011-09-22 10:38:00,5551,Switzerland,103,2,3,5,New Customers
12410.0,309,2,693.3299999999999,26.666538461538458,2011-02-04 10:38:00,2011-02-04 10:39:00,211,Switzerland,0,1,2,3,Hibernating
12412.0,75,3,1226.88,20.112786885245903,2011-06-23 13:51:00,2011-09-26 10:16:00,829,Denmark,94,2,3,4,New Customers
12413.0,28,3,758.1,19.95,2011-01-06 16:12:00,2011-11-12 00:00:00,286,France,309,4,3,3,Loyal Customers
12414.0,217,3,562.41,31.244999999999997,2011-02-02 14:51:00,2011-05-06 14:51:00,300,Austria,93,1,3,3,Lost
12415.0,24,21,124914.53,174.95032212885152,2011-01-06 11:12:00,2011-11-15 14:22:00,77374,Australia,313,4,5,5,Champions
12417.0,3,9,3649.1,19.005729166666665,2010-12-17 11:51:00,2011-12-06 14:52:00,1552,Belgium,354,5,5,5,Champions
12418.0,113,1,668.58,19.664117647058823,2011-08-19 11:08:00,2011-08-19 11:08:00,407,Switzerland,0,2,1,3,Hibernating
12420.0,64,1,600.39,20.70310344827586,2011-10-07 08:55:00,2011-10-07 08:55:00,345,Cyprus,0,2,1,3,Hibernating
12421.0,16,4,807.04,17.93422222222222,2011-01-24 15:09:00,2011-11-24 09:07:00,484,Spain,303,4,4,3,Loyal Customers
12422.0,96,3,803.5600000000001,20.604102564102565,2011-01-19 09:13:00,2011-09-05 09:48:00,370,Australia,229,2,3,3,New Customers
12423.0,1,8,1859.31,14.87448,2010-12-21 10:54:00,2011-12-09 10:10:00,1339,Belgium,352,5,5,4,Champions
12424.0,163,2,1760.96,58.69866666666667,2011-06-30 12:06:00,2011-06-30 12:06:00,740,Australia,0,1,2,4,Hibernating
12425.0,78,1,777.2,21.58888888888889,2011-09-22 17:31:00,2011-09-22 17:31:00,496,Portugal,0,2,1,3,Hibernating
12426.0,7,1,582.73,19.424333333333333,2010-12-04 00:00:00,2011-12-03 00:00:00,258,Germany,364,5,1,3,Potential Loyalists
12427.0,22,3,825.8,26.638709677419353,2010-12-03 10:44:00,2011-11-18 08:56:00,533,Germany,349,4,3,3,Loyal Customers
12428.0,7,9,7956.46,27.062789115646257,2011-02-05 00:00:00,2011-12-03 00:00:00,3536,Finland,301,5,5,5,Champions
12429.0,9,4,3750.4,38.66391752577319,2010-12-09 12:05:00,2011-11-30 17:22:00,1557,Denmark,356,5,4,5,Champions
12430.0,43,1,256.4,23.30909090909091,2011-10-27 15:09:00,2011-10-27 15:09:00,117,Norway,0,3,1,2,New Customers
12431.0,36,15,6487.45,27.606170212765957,2010-12-01 10:03:00,2011-11-04 11:55:00,2906,Australia,338,3,5,5,Promising
12432.0,43,5,5059.32,46.845555555555556,2011-06-20 13:27:00,2011-10-28 11:43:00,1801,Norway,129,3,4,5,Promising
12433.0,1,7,13375.87,31.847309523809525,2010-12-01 13:24:00,2011-12-09 10:02:00,11071,Norway,372,5,5,5,Champions
12434.0,85,2,806.14,16.122799999999998,2011-03-24 13:05:00,2011-09-16 12:38:00,394,Australia,175,2,2,3,Hibernating
12435.0,80,2,7829.89,217.49694444444447,2011-03-17 07:40:00,2011-09-21 09:06:00,2055,Denmark,188,2,2,5,Hibernating
12436.0,100,1,509.01,31.813125,2011-09-01 12:09:00,2011-09-01 12:09:00,211,Norway,0,2,1,3,Hibernating
12437.0,2,18,4951.41,24.88145728643216,2011-01-12 14:13:00,2011-12-08 11:35:00,2922,France,329,5,5,5,Champions
12438.0,14,2,2906.85,29.66173469387755,2011-07-22 13:29:00,2011-11-25 13:28:00,1180,Norway,125,4,2,5,Potential Loyalists
12441.0,367,1,173.55,15.77727272727273,2010-12-08 10:45:00,2010-12-08 10:45:00,121,France,0,1,1,1,Lost
12442.0,3,1,172.06,14.338333333333333,2011-12-06 14:22:00,2011-12-06 14:22:00,182,Spain,0,5,1,1,Potential Loyalists
12444.0,21,5,5005.46,28.440113636363638,2011-06-21 14:00:00,2011-11-18 13:23:00,1153,Norway,149,4,4,5,Champions
12445.0,22,1,133.4,33.35,2011-11-17 18:43:00,2011-11-17 18:43:00,62,Spain,0,4,1,1,Potential Loyalists
12446.0,58,1,1002.3100000000001,17.584385964912283,2011-10-13 12:50:00,2011-10-13 12:50:00,351,RSA,0,3,1,4,New Customers
12447.0,42,1,476.49,18.326538461538462,2011-01-29 00:00:00,2011-10-29 00:00:00,190,Belgium,273,3,1,2,New Customers
12448.0,44,1,449.45,20.429545454545455,2011-10-26 13:46:00,2011-10-26 13:46:00,243,Spain,0,3,1,2,New Customers
12449.0,22,4,4067.29,21.294712041884818,2011-01-15 00:00:00,2011-11-17 13:46:00,1553,Belgium,306,4,4,5,Champions
12450.0,156,2,197.88,24.735,2011-06-19 14:36:00,2011-07-06 14:41:00,128,Spain,17,2,2,1,New Customers
12451.0,11,5,9035.52,25.524067796610172,2011-01-19 09:05:00,2011-11-29 08:40:00,6575,Switzerland,313,4,4,5,Champions
12452.0,17,2,430.57,19.571363636363635,2011-11-23 08:05:00,2011-11-23 10:28:00,185,Switzerland,0,4,2,2,Potential Loyalists
12453.0,134,1,707.09,16.443953488372095,2011-07-28 14:08:00,2011-07-28 14:08:00,473,Austria,0,2,1,3,Hibernating
12454.0,56,1,3528.34,235.22266666666667,2011-10-14 17:13:00,2011-10-14 17:13:00,1006,Spain,0,3,1,5,New Customers
12455.0,73,6,2466.86,27.409555555555556,2011-02-16 09:56:00,2011-09-27 15:31:00,2089,Spain,223,2,4,5,At Risk
12456.0,42,3,3181.04,25.44832,2011-01-01 00:00:00,2011-10-29 00:00:00,1633,Switzerland,301,3,3,5,Promising
12457.0,66,7,2363.23,38.11661290322581,2011-04-14 18:57:00,2011-10-04 13:13:00,843,Switzerland,172,2,5,5,At Risk
12458.0,71,2,947.4,24.931578947368422,2011-02-28 10:55:00,2011-09-29 15:25:00,506,Switzerland,213,2,2,4,Hibernating
12461.0,94,2,826.88,23.62514285714286,2011-07-08 10:23:00,2011-09-06 16:57:00,287,Switzerland,60,2,2,3,Hibernating
12462.0,19,2,1189.59,19.186935483870965,2011-02-09 14:44:00,2011-11-21 09:11:00,536,Spain,284,4,2,4,Potential Loyalists
12463.0,53,4,1344.78,16.202168674698793,2011-04-12 12:47:00,2011-10-17 13:44:00,776,Belgium,188,3,4,4,Promising
12464.0,10,8,1212.05,41.79482758620689,2011-02-03 13:30:00,2011-11-29 13:33:00,112,Belgium,299,5,5,4,Champions
12465.0,17,2,742.1899999999999,15.79127659574468,2011-06-23 13:37:00,2011-11-22 16:34:00,479,Belgium,152,4,2,3,Potential Loyalists
12468.0,7,2,729.5400000000001,19.19842105263158,2010-12-25 00:00:00,2011-12-03 00:00:00,366,Germany,343,5,2,3,Potential Loyalists
12471.0,2,30,19824.05,43.09576086956522,2010-12-10 09:35:00,2011-12-07 15:43:00,8212,Germany,362,5,5,5,Champions
12472.0,7,7,6572.11,19.386755162241887,2010-12-04 00:00:00,2011-12-03 00:00:00,4148,Germany,364,5,5,5,Champions
12473.0,29,5,3938.5499999999997,23.443749999999998,2011-06-01 10:15:00,2011-11-10 13:46:00,2439,Germany,162,3,4,5,Promising
12474.0,17,18,7375.79,17.395731132075472,2011-01-14 10:06:00,2011-11-22 14:39:00,4847,Germany,312,4,5,5,Champions
12475.0,54,1,723.38,20.093888888888888,2011-10-17 10:10:00,2011-10-17 10:10:00,535,Germany,0,3,1,3,New Customers
12476.0,16,11,6816.42,29.255021459227468,2010-12-13 14:39:00,2011-11-24 12:40:00,2408,Germany,345,4,5,5,Champions
12477.0,23,6,13219.74,44.065799999999996,2011-02-11 12:45:00,2011-11-17 09:51:00,3653,Germany,278,4,4,5,Champions
12478.0,4,1,680.99,18.91638888888889,2011-12-06 09:56:00,2011-12-06 09:56:00,236,Greece,0,5,1,3,Potential Loyalists
12479.0,11,1,527.2,17.006451612903227,2011-11-28 13:26:00,2011-11-28 13:26:00,385,Germany,0,4,1,3,Potential Loyalists
12480.0,28,4,3281.63,21.309285714285714,2011-01-07 15:27:00,2011-11-11 14:52:00,1707,Germany,307,4,4,5,Champions
12481.0,23,10,5596.32,25.789493087557602,2010-12-09 10:13:00,2011-11-17 08:29:00,3304,Germany,342,4,5,5,Champions
12483.0,7,8,2484.98,33.133066666666664,2011-01-04 14:20:00,2011-12-03 00:00:00,1110,Sweden,332,5,5,5,Champions
12484.0,21,6,4541.72,13.126358381502891,2010-12-04 00:00:00,2011-11-19 00:00:00,2191,Spain,350,4,4,5,Champions
12488.0,10,3,1298.66,23.612000000000002,2010-12-25 00:00:00,2011-11-30 08:50:00,529,France,340,5,3,4,Loyal Customers
12489.0,336,1,334.93,22.328666666666667,2011-01-07 13:13:00,2011-01-07 13:13:00,105,France,0,1,1,2,Lost
12490.0,5,10,5417.93,22.114,2010-12-11 00:00:00,2011-12-04 16:07:00,3064,France,358,5,5,5,Champions
12491.0,39,1,460.40000000000003,17.70769230769231,2011-11-01 12:18:00,2011-11-01 12:18:00,260,France,0,3,1,2,New Customers
12492.0,63,2,263.21000000000004,13.160500000000003,2011-08-26 14:51:00,2011-10-07 15:15:00,192,Germany,42,2,2,2,New Customers
12493.0,166,2,433.74,19.715454545454545,2011-05-26 14:53:00,2011-06-27 10:17:00,207,France,31,1,2,2,Lost
12494.0,16,7,1246.1000000000001,16.183116883116885,2010-12-09 11:31:00,2011-11-24 09:34:00,707,France,349,4,5,4,Champions
12497.0,82,1,1043.1,74.50714285714285,2011-09-19 12:29:00,2011-09-19 12:29:00,1236,Germany,0,2,1,4,Hibernating
12498.0,21,3,403.70000000000005,17.55217391304348,2011-10-13 09:30:00,2011-11-18 12:53:00,159,Germany,36,4,3,2,Loyal Customers
12500.0,23,11,4257.82,69.80032786885245,2011-01-10 09:48:00,2011-11-16 16:20:00,2678,Germany,310,4,5,5,Champions
12501.0,337,1,2169.39,14.559664429530201,2011-01-07 12:28:00,2011-01-07 12:28:00,1783,Germany,0,1,1,5,Hibernating
12502.0,96,5,3723.87,25.332448979591835,2011-02-03 10:41:00,2011-09-05 11:52:00,820,Spain,214,2,4,5,At Risk
12504.0,18,2,482.04999999999995,53.5611111111111,2011-11-09 14:56:00,2011-11-21 16:02:00,90,Germany,12,4,2,2,Potential Loyalists
12506.0,233,1,73.5,3.1956521739130435,2011-04-21 08:54:00,2011-04-21 08:54:00,23,France,0,1,1,1,Lost
12507.0,134,3,1304.81,62.13380952380952,2011-02-14 09:24:00,2011-07-28 17:09:00,894,Spain,164,2,3,4,New Customers
12508.0,26,2,398.27,5.772028985507246,2011-01-15 00:00:00,2011-11-13 15:37:00,272,France,302,4,2,2,Potential Loyalists
12509.0,284,1,176.5,25.214285714285715,2011-02-28 14:45:00,2011-02-28 14:45:00,55,France,0,1,1,1,Lost
12510.0,143,2,982.5699999999999,29.774848484848484,2011-01-18 14:04:00,2011-07-20 10:15:00,353,Spain,182,2,2,4,Hibernating
12512.0,66,2,138.03,4.059705882352941,2011-10-04 14:53:00,2011-10-04 14:55:00,99,Israel,0,2,2,1,New Customers
12513.0,113,1,612.29,17.494,2011-08-19 10:51:00,2011-08-19 10:51:00,462,France,0,2,1,3,Hibernating
12514.0,267,1,1017.68,19.954509803921567,2011-03-17 16:38:00,2011-03-17 16:38:00,440,Italy,0,1,1,4,Hibernating
12515.0,353,1,383.7,23.98125,2010-12-21 15:43:00,2010-12-21 15:43:00,131,Italy,0,1,1,2,Lost
12516.0,49,2,1312.06,50.46384615384615,2011-04-23 00:00:00,2011-10-22 00:00:00,875,Germany,182,3,2,4,New Customers
12517.0,28,5,2502.84,8.812816901408452,2011-06-02 15:13:00,2011-11-11 14:04:00,1371,Germany,161,4,4,5,Champions
12518.0,1,5,2056.89,16.58782258064516,2010-12-18 00:00:00,2011-12-09 10:13:00,1318,Germany,356,5,4,4,Champions
12519.0,64,1,340.84,18.935555555555553,2011-10-07 09:26:00,2011-10-07 09:26:00,183,Germany,0,2,1,2,New Customers
12520.0,79,5,2634.26,17.330657894736845,2011-03-11 11:35:00,2011-09-21 15:23:00,1439,Germany,194,2,4,5,At Risk
12521.0,143,1,599.68,15.781052631578946,2011-07-20 10:51:00,2011-07-20 10:51:00,309,Germany,0,2,1,3,Hibernating
12522.0,39,2,192.72,16.06,2011-10-19 14:41:00,2011-10-31 15:30:00,194,Germany,12,3,2,1,New Customers
12523.0,19,11,1789.77,16.884622641509434,2010-12-18 00:00:00,2011-11-20 12:55:00,865,France,337,4,5,4,Champions
12524.0,9,8,4485.72,31.150833333333335,2010-12-18 00:00:00,2011-11-30 15:31:00,3699,Germany,347,5,5,5,Champions
12526.0,1,3,1316.66,18.54450704225352,2011-09-06 14:19:00,2011-12-09 12:09:00,632,Germany,93,5,3,4,Loyal Customers
12527.0,82,3,348.71000000000004,19.37277777777778,2011-01-18 12:05:00,2011-09-19 11:55:00,234,Germany,243,2,3,2,New Customers
12528.0,9,6,1933.48,21.01608695652174,2011-01-31 09:05:00,2011-11-30 14:40:00,756,Germany,303,5,5,4,Champions
12530.0,60,4,1662.28,25.186060606060607,2011-01-07 10:04:00,2011-10-11 12:34:00,913,Germany,277,3,4,4,Promising
12531.0,15,1,125.22,7.365882352941177,2011-11-25 11:12:00,2011-11-25 11:12:00,45,Germany,0,4,1,1,Potential Loyalists
12532.0,30,1,349.83000000000004,21.864375000000003,2011-11-09 13:47:00,2011-11-09 13:47:00,153,France,0,3,1,2,New Customers
12534.0,131,1,1089.18,17.28857142857143,2011-08-01 10:26:00,2011-08-01 10:26:00,651,Germany,0,2,1,4,Hibernating
12535.0,92,2,716.35,21.069117647058825,2011-06-06 12:47:00,2011-09-09 08:48:00,219,France,94,2,2,3,Hibernating
12536.0,43,3,12601.830000000002,48.282873563218395,2011-10-11 14:52:00,2011-10-27 14:20:00,2803,France,15,3,3,5,Promising
12538.0,29,1,363.95,17.33095238095238,2011-11-10 17:16:00,2011-11-10 17:16:00,191,Spain,0,3,1,2,New Customers
12539.0,22,4,5568.35,20.396886446886448,2011-01-10 09:11:00,2011-11-17 13:30:00,2067,Spain,311,4,4,5,Champions
12540.0,20,17,13400.24,28.03397489539749,2010-12-13 09:39:00,2011-11-20 11:31:00,6685,Spain,342,4,5,5,Champions
12541.0,7,3,981.18,18.868846153846153,2011-03-04 09:32:00,2011-12-03 00:00:00,680,Spain,273,5,3,4,Loyal Customers
12544.0,36,1,372.7,19.61578947368421,2011-11-03 16:15:00,2011-11-03 16:15:00,136,Spain,0,3,1,2,New Customers
12545.0,35,2,1000.39,20.0078,2011-03-25 12:04:00,2011-11-05 00:00:00,523,Spain,224,3,2,4,New Customers
12546.0,47,2,1161.5,16.833333333333332,2011-09-23 09:44:00,2011-10-24 12:09:00,633,Spain,31,3,2,4,New Customers
12547.0,198,2,207.79999999999998,25.974999999999998,2011-03-04 12:46:00,2011-05-26 12:38:00,134,Spain,82,1,2,1,Lost
12548.0,56,1,95.19999999999999,19.04,2011-01-29 00:00:00,2011-10-15 00:00:00,49,Spain,259,3,1,1,New Customers
12550.0,79,1,964.83,16.92684210526316,2011-09-21 14:35:00,2011-09-21 14:35:00,569,Spain,0,2,1,4,Hibernating
12551.0,358,1,168.0,16.8,2010-12-17 11:23:00,2010-12-17 11:23:00,100,Spain,0,1,1,1,Lost
12552.0,39,2,437.82,21.891,2011-10-31 12:11:00,2011-11-01 10:02:00,88,Italy,0,3,2,2,New Customers
12553.0,8,10,3692.28,19.33130890052356,2011-01-14 10:42:00,2011-12-01 16:38:00,1965,France,321,5,5,5,Champions
12556.0,50,2,603.71,4.989338842975207,2011-07-11 13:35:00,2011-10-20 13:06:00,358,Spain,100,3,2,3,New Customers
12557.0,16,5,11990.960000000001,363.36242424242425,2010-12-03 12:20:00,2011-11-23 16:59:00,4384,Spain,355,4,4,5,Champions
12558.0,8,1,269.96,24.54181818181818,2011-12-02 10:41:00,2011-12-02 10:41:00,196,USA,0,5,1,2,Potential Loyalists
12559.0,311,2,561.71,26.74809523809524,2011-01-24 10:12:00,2011-02-02 09:49:00,283,Germany,8,1,2,3,Hibernating
12560.0,5,3,2134.01,20.323904761904764,2011-01-01 00:00:00,2011-12-04 13:54:00,1110,Germany,337,5,3,5,Loyal Customers
12561.0,303,1,238.85,14.928125,2011-02-10 11:39:00,2011-02-10 11:39:00,177,Germany,0,1,1,1,Lost
12562.0,8,7,3781.7400000000002,22.510357142857146,2011-05-25 12:44:00,2011-12-01 17:20:00,1779,France,190,5,5,5,Champions
12564.0,261,1,456.9,21.757142857142856,2011-03-23 14:55:00,2011-03-23 14:55:00,133,France,0,1,1,2,Lost
12565.0,289,1,145.92,16.21333333333333,2011-02-24 10:34:00,2011-02-24 10:34:00,80,Saudi Arabia,0,1,1,1,Lost
12566.0,86,1,351.65,18.507894736842104,2011-09-14 14:30:00,2011-09-14 14:30:00,265,Germany,0,2,1,2,New Customers
12567.0,14,10,9401.28,21.079103139013455,2010-12-05 11:57:00,2011-11-26 00:00:00,4305,France,355,4,5,5,Champions
12569.0,2,32,4124.69,21.939840425531912,2011-02-12 00:00:00,2011-12-07 16:24:00,1801,Germany,298,5,5,5,Champions
12571.0,40,2,519.61,15.28264705882353,2011-08-10 12:35:00,2011-10-31 10:19:00,523,France,81,3,2,3,New Customers
12572.0,9,2,1020.42,17.006999999999998,2011-10-19 08:20:00,2011-12-01 09:20:00,452,Germany,43,5,2,4,Potential Loyalists
12573.0,227,1,160.54000000000002,5.733571428571429,2011-04-26 15:52:00,2011-04-26 15:52:00,84,France,0,1,1,1,Lost
12574.0,316,1,218.45,19.85909090909091,2011-01-28 09:20:00,2011-01-28 09:20:00,61,France,0,1,1,1,Lost
12576.0,36,5,1315.83,14.952613636363635,2011-02-08 11:31:00,2011-11-04 10:11:00,967,Poland,268,3,4,4,Promising
12577.0,35,3,657.8,4.474829931972788,2010-12-15 16:21:00,2011-11-04 13:24:00,472,France,323,3,3,3,Promising
12578.0,21,2,2794.51,24.51324561403509,2011-01-13 15:34:00,2011-11-18 13:30:00,1196,Italy,308,4,2,5,Potential Loyalists
12579.0,78,1,440.42,15.18689655172414,2011-09-22 17:15:00,2011-09-22 17:15:00,285,France,0,2,1,2,New Customers
12580.0,247,1,415.7,17.320833333333333,2011-04-07 10:24:00,2011-04-07 10:24:00,238,Germany,0,1,1,2,Lost
12581.0,40,1,197.71,13.180666666666667,2011-10-31 08:56:00,2011-10-31 08:56:00,161,Germany,0,3,1,1,New Customers
12582.0,239,2,511.36,23.243636363636366,2011-02-24 11:42:00,2011-04-15 08:45:00,300,Finland,49,1,2,3,Hibernating
12583.0,3,15,7281.38,29.47927125506073,2010-12-01 08:45:00,2011-12-07 08:07:00,5060,France,370,5,5,5,Champions
12584.0,4,9,2338.15,24.355729166666666,2010-12-18 00:00:00,2011-12-06 09:35:00,416,Italy,353,5,5,5,Champions
12585.0,234,2,2040.1,23.44942528735632,2010-12-23 12:58:00,2011-04-19 13:39:00,1279,Germany,117,1,2,4,Hibernating
12586.0,17,1,196.94000000000003,17.903636363636366,2011-11-22 16:24:00,2011-11-22 16:24:00,79,Italy,0,4,1,1,Potential Loyalists
12587.0,8,1,144.0,36.0,2011-12-02 12:47:00,2011-12-02 12:47:00,51,Finland,0,5,1,1,Potential Loyalists
12588.0,39,1,214.89999999999998,21.49,2011-10-31 15:01:00,2011-10-31 15:01:00,53,Finland,0,3,1,1,New Customers
12589.0,29,2,646.68,18.47657142857143,2011-07-18 12:05:00,2011-11-11 10:19:00,306,France,115,3,2,3,New Customers
12590.0,211,2,9864.26,145.06264705882353,2011-05-12 14:46:00,2011-05-12 14:52:00,4283,Germany,0,1,2,5,Hibernating
12591.0,317,1,452.84999999999997,17.41730769230769,2011-01-26 14:35:00,2011-01-26 14:35:00,228,Italy,0,1,1,2,Lost
12592.0,92,2,437.6,24.311111111111114,2011-05-10 13:44:00,2011-09-08 15:04:00,290,Germany,121,2,2,2,New Customers
12593.0,109,3,418.09999999999997,19.909523809523808,2011-05-05 09:29:00,2011-08-23 12:43:00,206,France,110,2,3,2,New Customers
12594.0,38,10,3338.2200000000003,28.290000000000003,2011-01-21 09:52:00,2011-11-02 12:20:00,1777,Italy,285,3,5,5,Promising
12596.0,51,2,618.27,22.898888888888887,2011-04-11 13:22:00,2011-10-19 13:02:00,474,Spain,190,3,2,3,New Customers
12597.0,19,4,3811.22,18.50106796116505,2010-12-18 00:00:00,2011-11-20 13:33:00,2236,Spain,337,4,4,5,Champions
12598.0,10,8,3023.08,22.902121212121212,2010-12-04 00:00:00,2011-11-30 12:18:00,1964,France,361,5,5,5,Champions
12599.0,29,7,1032.58,16.654516129032256,2010-12-18 00:00:00,2011-11-10 13:34:00,956,France,327,3,5,4,Promising
